Entity,Code,Year,Deaths - Malaria - Sex: Both - Age: Under 5 (Number),Deaths - HIV/AIDS - Sex: Both - Age: Under 5 (Number),Deaths - Meningitis - Sex: Both - Age: Under 5 (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: Under 5 (Number),Deaths - Other neonatal disorders - Sex: Both - Age: Under 5 (Number),Deaths - Whooping cough - Sex: Both - Age: Under 5 (Number),Deaths - Lower respiratory infections - Sex: Both - Age: Under 5 (Number),Deaths - Congenital birth defects - Sex: Both - Age: Under 5 (Number),Deaths - Measles - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal sepsis and other neonatal infections - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal encephalopathy due to birth asphyxia and trauma - Sex: Both - Age: Under 5 (Number),Deaths - Drowning - Sex: Both - Age: Under 5 (Number),Deaths - Tuberculosis - Sex: Both - Age: Under 5 (Number),Deaths - Neonatal preterm birth - Sex: Both - Age: Under 5 (Number),Deaths - Diarrheal diseases - Sex: Both - Age: Under 5 (Number),Deaths - Neoplasms - Sex: Both - Age: Under 5 (Number),Deaths - Syphilis - Sex: Both - Age: Under 5 (Number),Deaths - All causes - Sex: Both - Age: 7-27 days (Number),Deaths - All causes - Sex: Both - Age: 1-4 years (Number),Deaths - All causes - Sex: Both - Age: 0-6 days (Number),Deaths - All causes - Sex: Both - Age: 28-364 days (Number),"Mortality rate, under-5, female (per 1,000 live births)","Mortality rate, under-5, male (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",$1.90 per day - share of population below poverty line,"Current health expenditure per capita, PPP (current international $)",Population (historical estimates),Access to electricity (% of population) [EG.ELC.ACCS.ZS],Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income (current US$) [NY.ADJ.NNTY.CD],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Adjusted net national income per capita (current US$) [NY.ADJ.NNTY.PC.CD],"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],Poverty gap at $3.20 a day (2011 PPP) (%) [SI.POV.LMIC.GP],Poverty gap at $5.50 a day (2011 PPP) (%) [SI.POV.UMIC.GP]
Honduras,HND,1990,3,17,121,231,381,237,1031,343,87,431,414,44,57,1523,2649,131,33,944,2588,2431,3655,5.290000153,6.320000076,5.820000076,44.9629,,4955302,,-2.126279558,4169000000,-4.903432663,841.3210739,6.684,,21.2,35.3,51.8
Honduras,HND,1991,5,18,119,223,384,195,1004,348,1,439,420,43,54,1547,2568,133,34,958,2479,2471,3513,5.029999924,6.040000153,5.55,34.12429,,5098594,54.781937,0.257116457,3925000000,-2.560531454,769.820072,6.498,,13.8,27,45
Honduras,HND,1992,4,19,115,210,383,153,951,350,1,447,420,41,49,1551,2445,133,34,964,2354,2485,3343,4.8,5.759999847,5.3,29.20401,,5244677,58.913112,4.090239744,4174000000,1.190954527,795.8545398,6.331,,11.1,23.5,41.5
Honduras,HND,1993,2,19,112,199,384,132,906,352,0,455,421,39,45,1563,2391,134,35,982,2322,2507,3250,4.579999924,5.520000076,5.059999847,24.31718,,5394416,61.100156,13.13984499,4318000000,9.999292378,800.4573618,6.176,,9.1,20.2,36.4
Honduras,HND,1994,2,18,108,186,384,114,857,353,0,462,421,36,40,1573,2276,135,35,989,2189,2529,3086,4.370000076,5.279999924,4.840000153,26.95599,,5548969,64.733947,3.447383322,4053000000,0.566108722,730.4059547,6.026,12.88875008,10.9,21.7,37.6
Honduras,HND,1995,4,18,104,173,383,109,808,352,0,468,419,34,36,1578,2118,135,36,990,2066,2541,2898,4.190000153,5.05,4.629999924,28.16011,,5709010,66.122022,5.375677606,4640000000,2.42167528,812.7503718,5.879,17.87564087,11.4,22.7,38.6
Honduras,HND,1996,2,17,99,158,374,108,761,356,0,469,412,31,33,1563,1925,134,36,980,1938,2528,2678,4,4.840000153,4.429999924,31.35801,,5874814,61.68112,-0.177001854,4553000000,-2.994291454,775.0032597,5.735,,13.7,25.3,41.2
Honduras,HND,1997,2,17,94,145,365,120,720,354,0,467,405,28,30,1545,1775,133,35,969,1833,2508,2504,3.820000076,4.629999924,4.240000153,21.84494,,6045704,64.794754,5.091931344,5078000000,2.121365774,839.9352664,5.598,,8,17.6,32.7
Honduras,HND,1998,2,16,91,134,357,123,683,359,0,462,397,25,28,1521,1644,134,34,995,3338,2492,2685,5.970000076,6.75,6.370000076,26.588,,6220405,66.859519,5.900226681,5692000000,2.926003057,915.0529588,5.469,,13.3,22.2,35.7
Honduras,HND,1999,2,16,83,123,349,122,641,399,0,454,388,21,25,1493,1502,135,33,932,1641,2460,2199,3.490000153,4.240000153,3.870000076,26.76722,,6397140,67.394103,1.368914479,5784000000,-1.431623746,904.1540438,5.35,,13.2,22.3,36.4
Honduras,HND,2000,2,15,79,110,335,116,587,481,0,438,371,18,22,1427,1356,133,31,893,1525,2408,2050,3.320000076,4.059999847,3.7,21.08291,162.4290466,6574510,67.38335419,5.848192455,6419000000,2.992573725,976.3465262,5.239,,,,
Honduras,HND,2001,1,15,74,99,327,116,550,511,0,428,362,16,20,1393,1234,131,30,860,1431,2378,1944,3.160000038,3.879999924,3.529999924,21.91009,157.0745087,6751912,64.19999695,1.721737358,6817000000,-0.95093368,1009.639936,5.136,,9.1,17.3,29.4
Honduras,HND,2002,0,15,69,88,316,111,511,527,0,415,348,15,18,1338,1123,127,29,821,1334,2318,1827,3.020000076,3.7,3.370000076,23.91565,169.8701172,6929267,63.14113617,2.203156975,6976000000,-0.412738891,1006.744292,5.043,,10.3,19.4,32.9
Honduras,HND,2003,0,15,67,80,312,102,486,544,0,404,340,14,16,1308,1032,126,29,798,1284,2287,1737,2.879999924,3.529999924,3.209999847,28.49233,194.6171112,7106323,65.09046173,2.569744479,7274000000,0.01419097,1023.595466,4.957,,12.9,22.9,36.8
Honduras,HND,2004,0,10,64,73,309,94,465,556,0,397,335,14,15,1290,955,124,29,783,1231,2278,1643,2.739999962,3.370000076,3.060000038,27.74628,206.1049652,7282953,67.11352539,3.565353077,7761000000,1.053631758,1065.639171,4.879,,12.3,22.2,35.9
Honduras,HND,2005,0,8,62,67,307,83,446,566,0,390,331,13,14,1276,904,123,28,767,1158,2273,1568,2.610000038,3.220000076,2.920000076,27.10791,240.8032532,7458982,68.90331268,5.353318319,8572000000,2.86702203,1149.218486,4.808,,13.3,22,34.8
Honduras,HND,2006,0,7,61,63,304,75,431,574,0,385,327,13,13,1269,858,123,27,750,1113,2274,1518,2.489999962,3.079999924,2.789999962,23.02015,270.7900391,7634295,71.26644897,4.869092351,9537000000,2.460891569,1249.231265,4.742,,10.8,18.7,30.6
Honduras,HND,2007,0,7,59,59,302,67,416,578,0,381,324,13,12,1259,810,122,24,731,1070,2273,1463,2.379999924,2.939999962,2.670000076,17.56722,296.8251343,7808520,73.54818726,7.270060917,11020000000,4.876633435,1411.278962,4.682,,6.7,14.3,26.7
Honduras,HND,2008,0,6,56,54,296,68,392,571,0,374,316,12,11,1224,758,119,21,704,1025,2235,1389,2.270000076,2.810000038,2.55,16.89133,328.3863831,7980955,76.39689636,1.420439434,12460000000,-0.770831345,1561.216671,4.628,,6.8,13.8,25.3
Honduras,HND,2009,0,7,55,51,295,61,380,573,0,371,311,12,10,1204,700,119,18,687,987,2214,1340,2.170000076,2.689999962,2.439999962,14.16338,330.5310364,8150780,78.26968384,1.132556211,13190000000,-0.974584008,1618.250033,4.578,,4.9,11.5,22.6
Honduras,HND,2010,0,6,55,49,295,61,370,574,0,370,306,11,10,1186,675,119,17,680,996,2194,1320,2.070000076,2.579999924,2.329999924,15.55672,329.6844482,8317467,80.98466492,-0.000410299,13730000000,-2.004461726,1650.742949,4.534,,5.5,12.5,24.4
Honduras,HND,2011,0,5,37,47,291,66,354,570,0,370,300,11,9,1159,654,119,17,674,947,2147,1279,1.989999962,2.470000076,2.239999962,17.43641,345.3684387,8480670,82.19529724,7.167910748,15650000000,5.105559007,1845.373066,4.497,,6.3,13.2,24.8
Honduras,HND,2012,0,4,32,42,275,71,326,544,0,365,282,10,9,1077,619,115,17,648,1031,2043,1253,1.910000038,2.379999924,2.15,20.06374,349.0829773,8640692,83.60772705,1.099054694,16100000000,-0.773257492,1863.276691,4.468,,7.6,15.8,28.7
Honduras,HND,2013,0,4,31,41,273,86,319,540,0,366,278,10,8,1056,600,114,17,645,955,2012,1221,1.839999962,2.289999962,2.070000076,17.67793,351.1468201,8798524,87.18488312,-0.340607833,16060000000,-2.128344183,1825.306154,4.446,19.86407089,6,13.4,26
Honduras,HND,2014,0,3,30,39,267,87,307,528,0,366,268,10,8,1008,575,113,18,632,924,1943,1181,1.770000076,2.210000038,2,16.28907,352.4026489,8955579,88.65377045,4.09974081,16950000000,2.274131902,1892.674946,4.431,25.65361977,5,12.7,25.1
Honduras,HND,2015,0,3,29,37,262,95,294,517,0,364,259,10,7,966,549,112,18,621,913,1882,1151,1.710000038,2.129999924,1.920000076,16.3522,360.972168,9112904,89.98171234,9.86813519,18310000000,7.97137381,2009.238767,4.424,24.64455986,5,12.4,25
Honduras,HND,2016,0,3,28,35,256,98,280,505,0,360,249,9,7,922,531,111,18,605,822,1796,1083,1.65,2.060000038,1.860000038,16.11051,395.8739319,9270794,91.59999847,3.549033982,18810000000,1.785500354,2028.952428,4.423,18.00941086,6.2,13.2,24.6
Honduras,HND,2017,0,4,26,33,249,97,264,490,0,355,238,9,7,873,517,109,18,588,800,1720,1044,1.589999962,1.989999962,1.8,15.43528,388.7817078,9429016,86.5,6.441268354,20300000000,4.655148746,2152.928789,4.428,19.67046928,5.7,12.6,24.2
Honduras,HND,2018,0,6,25,31,241,96,251,480,0,352,229,9,6,834,494,108,19,576,779,1660,1012,1.539999962,1.920000076,1.739999962,15.81078,419.4502258,9587523,91.59999847,-0.553809536,20770000000,-2.197916915,2166.357254,4.437,23.15510941,5.8,12.7,24.2
Hungary,HUN,1990,0,2,39,2,46,0,153,535,0,18,458,11,0,575,2,46,0,280,249,1087,542,1.530000019,1.910000038,1.720000076,0.6273227,,10377135,100,,,,,14,,,,
Hungary,HUN,1991,0,2,41,2,56,0,156,546,0,18,440,12,0,609,2,48,0,293,260,1090,569,1.489999962,1.85,1.679999924,1.436389,,10363050,100,,,,,14,,,,
Hungary,HUN,1992,0,2,36,2,57,0,134,487,0,17,370,11,0,522,2,46,0,264,244,914,513,1.4,1.739999962,1.580000019,0.8069867,,10358622,100,,,,,14.3,,,,
Hungary,HUN,1993,0,3,32,2,60,0,117,442,0,15,311,10,0,450,2,44,0,243,231,777,463,1.289999962,1.6,1.45,0.1685035,,10359052,100,,31150000000,,3007.475822,14.5,,,,
Hungary,HUN,1994,0,2,29,2,71,0,104,409,0,15,257,9,0,409,2,42,0,227,218,684,426,1.189999962,1.469999981,1.330000019,0.9313071,,10357586,100,3.892336976,33630000000,4.034645408,3251.362831,14.2,,,,
Hungary,HUN,1995,0,2,26,2,79,0,89,367,0,13,198,8,0,374,2,40,0,204,201,593,386,1.119999981,1.369999981,1.25,1.034771,,10349308,100,-0.731985396,35440000000,-0.593688217,3431.127901,14.1,,,,
Hungary,HUN,1996,0,2,24,2,119,0,82,341,0,12,132,8,0,351,2,39,0,190,197,540,361,1.069999981,1.310000038,1.189999962,0.8283192,,10332451,100,-1.990632038,34980000000,-1.822135097,3392.415149,13.9,9.59910965,,,
Hungary,HUN,1997,0,2,22,1,130,0,69,307,0,10,92,8,0,323,2,37,0,171,185,483,327,1.030000019,1.260000038,1.15,0.621868,,10308479,100,3.086550074,35100000000,3.294436474,3410.917618,13.5,,,,
Hungary,HUN,1998,0,1,20,1,137,0,64,288,0,8,68,8,0,311,2,36,0,160,177,452,311,1,1.219999981,1.110000038,0.04233352,,10279610,100,5.494296171,36460000000,5.740045392,3551.332139,13.7,8.699799538,,,
Hungary,HUN,1999,0,1,17,1,124,0,56,259,0,7,50,7,0,289,2,33,0,142,157,409,282,0.960000038,1.169999981,1.069999981,0.01876305,,10249407,100,1.561271275,36320000000,1.849362183,3547.730751,14,9.386130333,,,
Hungary,HUN,2000,0,1,16,1,132,0,57,264,0,7,45,7,0,310,2,33,0,147,155,425,292,0.919999981,1.110000038,1.010000038,0,802.9237671,10220509,100,4.110868229,35290000000,4.381663294,3456.086595,13.3,10.32361031,,,
Hungary,HUN,2001,0,1,15,1,117,0,47,241,0,8,40,6,0,278,2,30,0,134,138,380,262,0.869999981,1.039999962,0.960000038,0,900.8572998,10193451,100,5.678108077,40660000000,5.920789882,3991.13587,13,10.45506954,,,
Hungary,HUN,2002,0,1,14,1,106,0,43,222,0,7,36,6,0,252,2,28,0,122,126,346,241,0.810000038,0.980000019,0.9,0,1032.775024,10167286,100,7.903832759,52150000000,8.211528285,5133.577356,13.1,10.17914963,,,
Hungary,HUN,2003,0,1,13,1,100,0,41,213,0,7,34,5,0,237,2,27,0,114,121,325,233,0.75999999,0.910000038,0.839999962,0.01813186,1254.083374,10141341,100,4.729371348,66310000000,5.02978114,6546.192764,13.4,11.82977009,,,
Hungary,HUN,2004,0,1,13,1,96,0,38,202,0,7,33,5,0,213,2,25,0,109,115,299,221,0.719999981,0.860000038,0.79000001,0,1259.904053,10114481,100,5.834296825,81090000000,6.068915308,8023.036374,13.1,11.00590038,0.1,0.1,0.6
Hungary,HUN,2005,0,1,13,1,102,0,38,203,0,8,32,5,0,194,2,25,0,110,113,287,219,0.69000001,0.819999981,0.75,0,1364.599365,10085942,100,2.934121422,88040000000,3.139039314,8728.009585,13.5,10.80056953,0.3,0.6,1.4
Hungary,HUN,2006,0,1,12,1,100,0,35,198,0,8,30,4,0,177,2,24,0,107,108,271,211,0.65999999,0.780000019,0.719999981,0,1427.248169,10055657,100,3.101139119,90170000000,3.261809652,8953.101713,13.1,10.32771015,0.1,0.1,0.4
Hungary,HUN,2007,0,0,11,1,96,0,33,191,0,9,29,4,0,171,2,23,0,103,102,265,202,0.619999981,0.74000001,0.680000019,0,1372.453857,10024158,100,-1.394520818,1.07E+11,-1.241647603,10650.591,13.2,10.33817005,0,0.1,0.4
Hungary,HUN,2008,0,0,11,1,93,0,30,181,0,11,27,4,0,158,3,22,0,98,95,252,189,0.59000001,0.7,0.65,0.01313519,1467.767578,9991867,100,1.037441435,1.22E+11,1.214510311,12133.66396,13,10.27056026,0,0,0.3
Hungary,HUN,2009,0,0,7,1,82,0,27,167,0,11,25,3,0,138,3,21,0,89,87,222,173,0.569999981,0.669999981,0.619999981,0.06205552,1496.495117,9959439,100,-6.649698118,1.01E+11,-6.50497821,10087.1526,13,9.864379883,0,0.1,0.3
Hungary,HUN,2010,0,0,7,1,77,0,26,157,0,11,23,3,0,127,3,20,0,85,84,202,164,0.55,0.65,0.6,0.05867121,1618.442139,9927380,100,1.103286388,1.02E+11,1.332052268,10189.97656,13,9.677240372,0,0.1,0.4
Hungary,HUN,2011,0,0,8,1,70,0,25,150,0,11,24,3,0,118,4,19,0,84,79,188,158,0.54000001,0.630000019,0.59000001,0.0826242,1720.48938,9895689,100,0.253245132,1.09E+11,0.537726027,10930.90495,12.9,9.301119804,0,0.1,0.5
Hungary,HUN,2012,0,0,6,1,68,0,25,146,0,11,24,3,0,114,4,19,0,86,75,178,159,0.530000019,0.619999981,0.569999981,0.3058152,1722.257813,9864363,100,-2.090979418,98920000000,-1.58403251,9971.410317,13,8.434149742,0.2,0.3,1
Hungary,HUN,2013,0,0,9,1,68,0,25,146,0,11,24,3,0,113,5,19,0,88,76,172,165,0.50999999,0.60999999,0.55999999,0.1071305,1773.085571,9833923,100,5.216534636,1.07E+11,5.506667383,10845.96287,12.8,8.368080139,0,0.1,0.9
Hungary,HUN,2014,0,0,6,1,67,0,25,144,0,11,23,3,0,107,5,19,0,88,75,164,158,0.49000001,0.580000019,0.54000001,0.6437448,1808.397217,9804991,100,3.995798675,1.11E+11,4.276318937,11219.82051,12.8,9.195320129,0.4,0.6,1.2
Hungary,HUN,2015,0,0,9,1,67,0,25,143,0,11,23,3,0,105,5,20,0,89,82,163,156,0.45999999,0.55,0.50999999,0.5698475,1834.461792,9777925,100,3.918676392,98120000000,4.166146355,9968.47718,13.4,8.9230299,0.3,0.5,1.1
Hungary,HUN,2016,0,0,5,1,59,0,21,130,0,11,21,3,0,85,5,19,0,79,75,142,134,0.430000019,0.50999999,0.469999981,1.330806,1949.24939,9752970,100,5.258186089,1.04E+11,5.569272958,10546.13383,13,9.862719536,0.7,1.1,1.5
Hungary,HUN,2017,0,0,4,1,53,0,19,118,0,9,19,2,0,75,4,17,0,71,69,127,120,0.40999999,0.480000019,0.44000001,0.5919386,1988.702026,9729822,100,2.29579219,1.14E+11,2.568118581,11606.08854,13.5,9.935609818,0.3,0.6,1.2
Hungary,HUN,2018,0,0,4,1,50,0,17,111,0,9,18,2,0,70,4,16,0,66,65,120,111,0.39000001,0.45999999,0.419999981,0.2075304,2083.1875,9707502,100,5.090278515,1.28E+11,5.223603777,13114.33284,13.4,10.08428955,0.1,0.2,0.6
Iceland,ISL,1990,0,0,1,0,0,0,1,8,0,0,2,0,0,9,0,1,0,3,5,16,7,0.59000001,0.7,0.65,0.03769283,,255044,100,,,,,6.7,11.5013504,,,
Iceland,ISL,1991,0,0,1,0,0,0,1,8,0,0,2,0,0,9,0,1,0,3,5,15,6,0.569999981,0.669999981,0.619999981,0.03769283,,257616,100,,,,,7,,,,
Iceland,ISL,1992,0,0,1,0,0,0,1,8,0,0,2,0,0,9,0,1,0,3,5,14,6,0.55,0.65,0.6,0.03769283,,260154,100,,,,,6.6,,,,
Iceland,ISL,1993,0,0,1,0,0,0,1,7,0,0,2,0,0,8,0,1,0,3,5,13,6,0.530000019,0.619999981,0.569999981,0.03769283,,262650,100,,,,,6.6,11.83158016,,,
Iceland,ISL,1994,0,0,1,0,0,0,1,7,0,0,2,0,0,7,0,1,0,3,5,13,5,0.5,0.59000001,0.55,0.03769283,,265140,100,,,,,6.5,11.19727993,,,
Iceland,ISL,1995,0,0,1,0,0,0,1,7,0,0,2,0,0,7,0,1,0,3,5,12,5,0.480000019,0.55999999,0.519999981,0.03769283,,267627,100,,,,,7.2,10.95687962,,,
Iceland,ISL,1996,0,0,1,0,0,0,1,6,0,0,2,0,0,7,0,1,0,2,4,11,5,0.45999999,0.54000001,0.5,0.03769283,,270144,100,,,,,7,12.60319042,,,
Iceland,ISL,1997,0,0,0,0,0,0,1,6,0,0,2,0,0,6,0,1,0,2,4,10,4,0.430000019,0.50999999,0.469999981,0.03769283,,272709,100,,,,,6.8,,,,
Iceland,ISL,1998,0,0,0,0,1,0,1,5,0,0,2,0,0,5,0,1,0,2,4,9,4,0.40999999,0.480000019,0.45,0,,275294,100,,,,,6.6,16.59808922,,,
Iceland,ISL,1999,0,0,0,0,1,0,1,5,0,0,2,0,0,5,0,1,0,2,3,9,3,0.39000001,0.45999999,0.430000019,0,,277868,100,,,,,6.9,14.17391968,,,
Iceland,ISL,2000,0,0,0,0,1,0,1,4,0,0,2,0,0,4,0,1,0,2,3,8,3,0.370000005,0.44000001,0.40999999,0,2667.52124,280439,100,,,,,6.5,14.34761047,,,
Iceland,ISL,2001,0,0,0,0,1,0,1,4,0,0,1,0,0,4,0,1,0,2,3,7,3,0.35999999,0.419999981,0.39000001,0,2822.078613,282910,100,,,,,6.1,14.1417799,,,
Iceland,ISL,2002,0,0,0,0,1,0,0,4,0,0,1,0,0,4,0,1,0,2,3,7,3,0.34000001,0.4,0.370000005,0,3110.162598,285329,100,,,,,6.3,16.05661011,,,
Iceland,ISL,2003,0,0,0,0,1,0,0,4,0,0,1,0,0,4,0,1,0,2,3,7,3,0.320000005,0.379999995,0.35,0,3195.446533,287955,100,,,,,6.3,15.15958023,0,0,0.1
Iceland,ISL,2004,0,0,0,0,1,0,0,4,0,0,1,0,0,3,0,1,0,1,2,7,3,0.30999999,0.370000005,0.34000001,0.1700655,3330.78125,291102,100,,,,,6.2,15.33897018,0.1,0.1,0.2
Iceland,ISL,2005,0,0,0,0,1,0,0,4,0,0,1,0,0,3,0,1,0,1,2,7,3,0.3,0.35,0.320000005,0.03701966,3359.114014,294976,100,,,,,6.2,16.30814934,0,0,0.1
Iceland,ISL,2006,0,0,0,0,1,0,0,4,0,0,1,0,0,3,0,1,0,1,2,7,2,0.29000001,0.34000001,0.30999999,0.1468049,3438.628906,299727,100,,,,,6.3,16.0469799,0.1,0.1,0.2
Iceland,ISL,2007,0,0,0,0,1,0,0,4,0,0,1,0,0,3,0,1,0,1,2,7,3,0.279999995,0.320000005,0.3,0.08061417,3531.835205,305181,100,,,,,6.2,15.51906967,0,0,0.1
Iceland,ISL,2008,0,0,0,0,1,0,0,4,0,0,1,0,0,4,0,1,0,2,2,7,3,0.270000005,0.30999999,0.29000001,0.060815,3725.518311,310855,100,,,,,6.3,11.10029984,0,0.1,0.1
Iceland,ISL,2009,0,0,0,0,1,0,0,4,0,0,1,0,0,3,0,1,0,1,2,7,2,0.25999999,0.3,0.279999995,0.09720067,3704.710938,316057,100,,,,,6.3,13.41956043,0.1,0.1,0.1
Iceland,ISL,2010,0,0,0,0,1,0,0,4,0,0,1,0,0,3,0,1,0,1,2,6,2,0.25,0.29000001,0.270000005,0.1493845,3304.679688,320342,100,,,,,6.4,14.23122025,0.1,0.1,0.2
Iceland,ISL,2011,0,0,0,0,1,0,0,4,0,0,1,0,0,3,0,1,0,1,2,6,2,0.24000001,0.279999995,0.25999999,0.123284,3311.723633,323471,100,,10240000000,,32098.90475,6.2,13.43597984,0.1,0.1,0.2
Iceland,ISL,2012,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,1,0,1,2,6,2,0.229999995,0.270000005,0.25,0.03355582,3384.375977,325642,100,3.630710276,10360000000,3.080754961,32302.72266,6.1,15.88494968,0,0,0.1
Iceland,ISL,2013,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,1,0,1,2,6,2,0.220000005,0.25999999,0.24000001,0.04702634,3592.751465,327194,100,15.19396542,12660000000,14.10949893,39102.55618,6.7,16.20466042,0,0.1,0.1
Iceland,ISL,2014,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,1,0,1,2,6,2,0.220000005,0.25,0.24000001,0,3771.124756,328592,100,3.729599781,14130000000,2.581998446,43160.06182,6.3,16.67432976,0,0,0
Iceland,ISL,2015,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,1,0,1,2,5,2,0.20999999,0.25,0.229999995,0.03449018,3977.299561,330237,100,8.61888459,13980000000,7.493016189,42259.26878,6.6,17.15513992,0,0,0
Iceland,ISL,2016,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,1,0,1,2,5,2,0.2,0.24000001,0.220000005,0,4372.529297,332209,100,7.626298514,16740000000,6.142678528,49904.75168,6.9,16.00481987,0,0,0
Iceland,ISL,2017,0,0,0,0,1,0,0,3,0,0,1,0,0,3,0,1,0,1,2,5,2,0.189999998,0.229999995,0.20999999,0,4762.730957,334395,100,5.068542502,19980000000,2.632751393,58182.87711,6.5,17.07716942,0,0,0
Iceland,ISL,2018,0,0,0,0,1,0,0,3,0,0,1,0,0,2,0,1,0,1,2,5,2,0.189999998,0.220000005,0.20999999,0,5304.017578,336712,100,0.295106033,20580000000,-2.355290976,58346.39843,6.4,17.24921989,,,
India,IND,1990,88533,838,53159,190524,222306,68278,522086,121347,135688,65931,188781,36901,46353,317674,370585,10971,15595,361559,880520,887054,712842,13.03000031,12.23000031,12.61999969,49.07806,,873277799,,7.817255235,2.80E+11,5.601948282,320.9746089,10.864,,,,
India,IND,1991,84519,904,50579,176283,218776,64698,506768,118256,137608,65821,185615,34806,45552,311210,361492,10816,15429,347358,853029,877768,686933,12.69000015,11.86999969,12.26999969,48.83711,,891273202,,-0.894274956,2.34E+11,-2.895285935,262.6579588,10.588,,,,
India,IND,1992,77502,1053,48320,163336,217889,62771,496200,115902,140689,65671,184576,33085,45090,308984,354044,10613,15344,336788,828612,878888,664743,12.35999985,11.50999985,11.93000031,48.52702,,909307018,,4.051545012,2.50E+11,1.987944511,275.1545903,10.316,,,,
India,IND,1993,71051,1318,46519,153398,216968,59845,477187,114614,132000,66052,183075,32319,41859,306227,343713,10649,15411,323030,793547,866846,637078,12.05999985,11.15999985,11.6,47.94678,,927403866,50.9,9.678547944,2.43E+11,7.538341197,262.4530789,10.055,,12.8,35.3,58.5
India,IND,1994,65925,1749,45096,145196,215779,57937,461149,114222,123684,66462,181160,31939,39159,302546,334730,10748,15572,311427,759545,853433,619498,11.75999985,10.8,11.26999969,47.35594,,945601828,49.81130981,5.702268738,2.87E+11,3.668044805,303.6161643,9.808,,,,
India,IND,1995,62944,2360,43998,136848,215555,53973,451021,113654,119702,66536,179971,30575,37624,300102,326699,10726,15711,302673,727977,847548,610711,11.45999985,10.44000015,10.94000015,46.61145,,963922586,51.40877533,4.755719072,3.16E+11,2.764683479,327.7234133,9.579,,,,
India,IND,1996,60621,3183,41930,126368,213843,50400,433703,112347,112883,66247,177224,28281,35016,294972,316107,10426,16175,290818,682609,834075,597002,11.11999969,10.09000015,10.6,45.37082,,982365248,53.00352097,12.38655562,3.46E+11,10.27664053,351.8039759,9.37,,,,
India,IND,1997,57790,4176,39986,116320,214379,49180,419953,111253,107066,65937,175904,26620,32782,292413,305570,10138,17296,282174,643024,829201,584546,10.79000015,9.719999695,10.25,45.36001,,1000900028,54.59486389,3.238571918,3.65E+11,1.326788359,364.8716053,9.179,13.32223034,,,
India,IND,1998,51327,5180,37620,105383,215625,49245,405942,109458,103026,65348,175191,25089,30737,290777,293764,9763,18535,273624,604069,828985,566797,10.43000031,9.369999695,9.890000153,44.40613,,1019483586,56.18213272,7.264857653,3.73E+11,5.309590564,365.871511,9.003,14.15927029,,,
India,IND,1999,39535,6168,36145,94948,214656,48183,392171,107499,101511,64448,173045,23281,29053,286615,280757,9360,19194,264561,564224,823176,548884,10.00999985,9.069999695,9.530000305,43.54512,,1038058154,60.1,2.518059712,4.05E+11,0.683645461,389.7662173,8.841,16.95982933,,,
India,IND,2000,31835,7135,35317,85978,212652,52497,376995,105452,98274,63129,169884,21219,27124,282414,267465,8976,19235,255332,528514,812914,532554,9.659999847,8.7,9.169999695,43.35239,86.04083252,1056575548,58.72147369,5.524606927,4.09E+11,3.675197553,386.8156903,8.692,16.73051071,,,
India,IND,2001,32998,7981,33940,77578,209963,52869,359093,103713,91821,61710,166195,19953,24614,278191,253522,8497,19099,245435,496420,798014,513953,9.290000153,8.340000153,8.809999847,42.45429,95.70549774,1075000094,55.79999924,1.027932618,4.25E+11,-0.703596339,395.0697329,8.555,,,,
India,IND,2002,36840,8512,33075,70038,209287,51248,346960,102588,86216,60722,164037,18831,22815,276473,241777,8187,19069,238451,468826,790519,499152,8.940000153,7.990000153,8.45,42.34165,98.70042419,1093317187,62.29999924,4.95516115,4.51E+11,3.196775321,412.5060919,8.427,,,,
India,IND,2003,36241,8670,32308,62465,208001,49485,337202,101238,82235,59841,161534,18034,21531,273926,231356,7921,18947,231444,444796,783243,484406,8.580000305,7.659999847,8.109999847,41.46399,100.8315887,1111523146,64.04748535,9.646578498,5.33E+11,7.850645485,479.792078,8.306,12.41079998,,,
India,IND,2004,34553,8694,32095,56368,206774,46724,328935,100777,78341,59151,158954,17375,20373,271095,222660,7796,18782,225839,427485,774291,470294,8.180000305,7.390000153,7.780000305,40.66145,108.5580444,1129623466,64.40000153,10.33180905,6.19E+11,8.563927004,548.1472532,8.189,11.19686031,9.8,30.7,54.1
